Listennummer,Partei,Stimmen,Stimmen-Prozent,Gemeinde-Nummer,Gemeinde-Name,Stimmberechtigte,Wahlzettel,Stimmbeteiligung
14,PL,134,1.7654809,590,Ringgenberg (BE),2007,498,0.24813153961136025
15,Grüne,545,7.180501,590,Ringgenberg (BE),2007,498,0.24813153961136025
1,EVP,0,0.0,591,Saxeten,91,26,0.2857142857142857
2,EVP Plus,1,0.24630542,591,Saxeten,91,26,0.2857142857142857
3,GLP,32,7.8817735,591,Saxeten,91,26,0.2857142857142857
4,JGLP,0,0.0,591,Saxeten,91,26,0.2857142857142857
5,SVP Ost,123,30.295567,591,Saxeten,91,26,0.2857142857142857
6,SVP Mitte,50,12.315271,591,Saxeten,91,26,0.2857142857142857
7,SVP West,35,8.620689,591,Saxeten,91,26,0.2857142857142857
8,FDP Ost,31,7.6354685,591,Saxeten,91,26,0.2857142857142857
9,FDP West,2,0.49261084,591,Saxeten,91,26,0.2857142857142857
10,EDU,4,0.9852217,591,Saxeten,91,26,0.2857142857142857
11,EDU Plus,0,0.0,591,Saxeten,91,26,0.2857142857142857
12,SP,32,7.8817735,591,Saxeten,91,26,0.2857142857142857
13,Die Mitte,16,3.9408867,591,Saxeten,91,26,0.2857142857142857
14,PL,32,7.8817735,591,Saxeten,91,26,0.2857142857142857
15,Grüne,48,11.82266,591,Saxeten,91,26,0.2857142857142857
1,EVP,88,3.4700315,592,Schwanden bei Brienz,496,162,0.32661290322580644
2,EVP Plus,64,2.5236595,592,Schwanden bei Brienz,496,162,0.32661290322580644
3,GLP,97,3.824921,592,Schwanden bei Brienz,496,162,0.32661290322580644
4,JGLP,51,2.011041,592,Schwanden bei Brienz,496,162,0.32661290322580644
5,SVP Ost,781,30.796532,592,Schwanden bei Brienz,496,162,0.32661290322580644
6,SVP Mitte,95,3.746057,592,Schwanden bei Brienz,496,162,0.32661290322580644
7,SVP West,18,0.7097792,592,Schwanden bei Brienz,496,162,0.32661290322580644
8,FDP Ost,325,12.815457,592,Schwanden bei Brienz,496,162,0.32661290322580644
9,FDP West,2,0.07886436,592,Schwanden bei Brienz,496,162,0.32661290322580644
10,EDU,217,8.556783,592,Schwanden bei Brienz,496,162,0.32661290322580644
11,EDU Plus,15,0.59148264,592,Schwanden bei Brienz,496,162,0.32661290322580644
12,SP,388,15.299684,592,Schwanden bei Brienz,496,162,0.32661290322580644
13,Die Mitte,124,4.88959,592,Schwanden bei Brienz,496,162,0.32661290322580644
14,PL,10,0.39432174,592,Schwanden bei Brienz,496,162,0.32661290322580644
15,Grüne,261,10.291799,592,Schwanden bei Brienz,496,162,0.32661290322580644
1,EVP,946,4.60834,593,Unterseen,4102,1321,0.3220380302291565
2,EVP Plus,262,1.2763056,593,Unterseen,4102,1321,0.3220380302291565
3,GLP,1927,9.387178,593,Unterseen,4102,1321,0.3220380302291565
4,JGLP,371,1.8072876,593,Unterseen,4102,1321,0.3220380302291565
5,SVP Ost,3155,15.369251,593,Unterseen,4102,1321,0.3220380302291565
6,SVP Mitte,485,2.3626266,593,Unterseen,4102,1321,0.3220380302291565
7,SVP West,295,1.4370615,593,Unterseen,4102,1321,0.3220380302291565
8,FDP Ost,3317,16.158419,593,Unterseen,4102,1321,0.3220380302291565
9,FDP West,125,0.6089244,593,Unterseen,4102,1321,0.3220380302291565
10,EDU,1499,7.302222,593,Unterseen,4102,1321,0.3220380302291565
11,EDU Plus,195,0.949922,593,Unterseen,4102,1321,0.3220380302291565
12,SP,5019,24.449532,593,Unterseen,4102,1321,0.3220380302291565
13,Die Mitte,913,4.4475837,593,Unterseen,4102,1321,0.3220380302291565
14,PL,236,1.1496493,593,Unterseen,4102,1321,0.3220380302291565
15,Grüne,1783,8.685698,593,Unterseen,4102,1321,0.3220380302291565
1,EVP,428,4.81982,594,Wilderswil,1952,567,0.29047131147540983
2,EVP Plus,123,1.385135,594,Wilderswil,1952,567,0.29047131147540983
3,GLP,518,5.8333335,594,Wilderswil,1952,567,0.29047131147540983
4,JGLP,133,1.4977478,594,Wilderswil,1952,567,0.29047131147540983
5,SVP Ost,2709,30.506758,594,Wilderswil,1952,567,0.29047131147540983
6,SVP Mitte,412,4.63964,594,Wilderswil,1952,567,0.29047131147540983
7,SVP West,319,3.5923426,594,Wilderswil,1952,567,0.29047131147540983
8,FDP Ost,1482,16.689188,594,Wilderswil,1952,567,0.29047131147540983
9,FDP West,76,0.8558558,594,Wilderswil,1952,567,0.29047131147540983
10,EDU,297,3.3445947,594,Wilderswil,1952,567,0.29047131147540983
11,EDU Plus,49,0.5518018,594,Wilderswil,1952,567,0.29047131147540983
12,SP,1188,13.378379,594,Wilderswil,1952,567,0.29047131147540983
13,Die Mitte,283,3.186937,594,Wilderswil,1952,567,0.29047131147540983
14,PL,209,2.3536036,594,Wilderswil,1952,567,0.29047131147540983
15,Grüne,654,7.364865,594,Wilderswil,1952,567,0.29047131147540983
1,SVP,2887,59.970917,602,Arni (BE),782,243,0.31074168797953966
2,EVP,143,2.9705026,602,Arni (BE),782,243,0.31074168797953966
3,EVPZukunft,24,0.4985459,602,Arni (BE),782,243,0.31074168797953966
4,EDU,213,4.424595,602,Arni (BE),782,243,0.31074168797953966
5,Die Mitte,334,6.938097,602,Arni (BE),782,243,0.31074168797953966
6,FDP,191,3.9675944,602,Arni (BE),782,243,0.31074168797953966
7,SP Männer,88,1.8280016,602,Arni (BE),782,243,0.31074168797953966
8,SP Frauen,155,3.2197754,602,Arni (BE),782,243,0.31074168797953966
9,JUSO,52,1.0801828,602,Arni (BE),782,243,0.31074168797953966
10,Grüne,179,3.7183213,602,Arni (BE),782,243,0.31074168797953966
11,JG,60,1.2463648,602,Arni (BE),782,243,0.31074168797953966
12,glp,309,6.418779,602,Arni (BE),782,243,0.31074168797953966
13,jglp,64,1.3294557,602,Arni (BE),782,243,0.31074168797953966
14,Aufrecht,115,2.388866,602,Arni (BE),782,243,0.31074168797953966
1,SVP,2949,33.318268,603,Biglen,1453,451,0.3103922918100482
2,EVP,495,5.5925884,603,Biglen,1453,451,0.3103922918100482
3,EVPZukunft,85,0.9603434,603,Biglen,1453,451,0.3103922918100482
4,EDU,526,5.942831,603,Biglen,1453,451,0.3103922918100482
5,Die Mitte,1281,14.47294,603,Biglen,1453,451,0.3103922918100482
6,FDP,925,10.450797,603,Biglen,1453,451,0.3103922918100482
7,SP Männer,407,4.5983505,603,Biglen,1453,451,0.3103922918100482
8,SP Frauen,735,8.304147,603,Biglen,1453,451,0.3103922918100482
9,JUSO,67,0.7569766,603,Biglen,1453,451,0.3103922918100482
10,Grüne,455,5.140662,603,Biglen,1453,451,0.3103922918100482
11,JG,80,0.90385264,603,Biglen,1453,451,0.3103922918100482
12,glp,514,5.8072534,603,Biglen,1453,451,0.3103922918100482
13,jglp,126,1.423568,603,Biglen,1453,451,0.3103922918100482
14,Aufrecht,206,2.3274205,603,Biglen,1453,451,0.3103922918100482
1,SVP,2482,45.078094,605,Bowil,1098,281,0.25591985428051
2,EVP,521,9.462405,605,Bowil,1098,281,0.25591985428051
3,EVPZukunft,34,0.6175082,605,Bowil,1098,281,0.25591985428051
4,EDU,283,5.1398473,605,Bowil,1098,281,0.25591985428051
5,Die Mitte,567,10.297857,605,Bowil,1098,281,0.25591985428051
6,FDP,182,3.305485,605,Bowil,1098,281,0.25591985428051
7,SP Männer,163,2.9604068,605,Bowil,1098,281,0.25591985428051
8,SP Frauen,387,7.028696,605,Bowil,1098,281,0.25591985428051
9,JUSO,27,0.49037412,605,Bowil,1098,281,0.25591985428051
10,Grüne,380,6.901562,605,Bowil,1098,281,0.25591985428051
11,JG,20,0.36324012,605,Bowil,1098,281,0.25591985428051
12,glp,282,5.1216855,605,Bowil,1098,281,0.25591985428051
13,jglp,45,0.81729025,605,Bowil,1098,281,0.25591985428051
14,Aufrecht,133,2.4155467,605,Bowil,1098,281,0.25591985428051
1,SVP,947,38.001606,606,Brenzikofen,397,127,0.3198992443324937
2,EVP,234,9.390048,606,Brenzikofen,397,127,0.3198992443324937
3,EVPZukunft,26,1.0433387,606,Brenzikofen,397,127,0.3198992443324937
4,EDU,166,6.661316,606,Brenzikofen,397,127,0.3198992443324937
5,Die Mitte,197,7.905297,606,Brenzikofen,397,127,0.3198992443324937
6,FDP,158,6.340289,606,Brenzikofen,397,127,0.3198992443324937
7,SP Männer,53,2.1268058,606,Brenzikofen,397,127,0.3198992443324937
8,SP Frauen,72,2.8892455,606,Brenzikofen,397,127,0.3198992443324937
9,JUSO,56,2.247191,606,Brenzikofen,397,127,0.3198992443324937
10,Grüne,73,2.929374,606,Brenzikofen,397,127,0.3198992443324937
11,JG,26,1.0433387,606,Brenzikofen,397,127,0.3198992443324937
12,glp,289,11.597111,606,Brenzikofen,397,127,0.3198992443324937
13,jglp,57,2.2873194,606,Brenzikofen,397,127,0.3198992443324937
14,Aufrecht,138,5.5377207,606,Brenzikofen,397,127,0.3198992443324937
1,SVP,649,29.446463,607,Freimettigen,339,111,0.3274336283185841
2,EVP,317,14.38294,607,Freimettigen,339,111,0.3274336283185841
3,EVPZukunft,35,1.5880218,607,Freimettigen,339,111,0.3274336283185841
4,EDU,228,10.344828,607,Freimettigen,339,111,0.3274336283185841
5,Die Mitte,189,8.575317,607,Freimettigen,339,111,0.3274336283185841
6,FDP,144,6.533575,607,Freimettigen,339,111,0.3274336283185841
7,SP Männer,38,1.7241379,607,Freimettigen,339,111,0.3274336283185841
8,SP Frauen,88,3.9927404,607,Freimettigen,339,111,0.3274336283185841
9,JUSO,23,1.0435572,607,Freimettigen,339,111,0.3274336283185841
10,Grüne,178,8.076225,607,Freimettigen,339,111,0.3274336283185841
11,JG,20,0.907441,607,Freimettigen,339,111,0.3274336283185841
12,glp,158,7.168784,607,Freimettigen,339,111,0.3274336283185841
13,jglp,8,0.3629764,607,Freimettigen,339,111,0.3274336283185841
14,Aufrecht,129,5.852995,607,Freimettigen,339,111,0.3274336283185841
1,SVP,4566,21.412493,608,Grosshöchstetten,3251,1085,0.33374346354967704
2,EVP,2329,10.921966,608,Grosshöchstetten,3251,1085,0.33374346354967704
3,EVPZukunft,357,1.6741699,608,Grosshöchstetten,3251,1085,0.33374346354967704
4,EDU,1584,7.42825,608,Grosshöchstetten,3251,1085,0.33374346354967704
5,Die Mitte,2024,9.4916525,608,Grosshöchstetten,3251,1085,0.33374346354967704
6,FDP,2439,11.437817,608,Grosshöchstetten,3251,1085,0.33374346354967704
7,SP Männer,1192,5.589946,608,Grosshöchstetten,3251,1085,0.33374346354967704
8,SP Frauen,2241,10.509285,608,Grosshöchstetten,3251,1085,0.33374346354967704
9,JUSO,129,0.60495216,608,Grosshöchstetten,3251,1085,0.33374346354967704
10,Grüne,1366,6.405927,608,Grosshöchstetten,3251,1085,0.33374346354967704
11,JG,211,0.9894954,608,Grosshöchstetten,3251,1085,0.33374346354967704
12,glp,1991,9.336898,608,Grosshöchstetten,3251,1085,0.33374346354967704
13,jglp,327,1.5334834,608,Grosshöchstetten,3251,1085,0.33374346354967704
14,Aufrecht,568,2.6636653,608,Grosshöchstetten,3251,1085,0.33374346354967704
1,SVP,941,66.22097,609,Häutligen,216,73,0.33796296296296297
2,EVP,58,4.0816326,609,Häutligen,216,73,0.33796296296296297
3,EVPZukunft,23,1.6185784,609,Häutligen,216,73,0.33796296296296297
4,EDU,152,10.696692,609,Häutligen,216,73,0.33796296296296297
5,Die Mitte,36,2.5334272,609,Häutligen,216,73,0.33796296296296297
6,FDP,66,4.644616,609,Häutligen,216,73,0.33796296296296297
7,SP Männer,0,0.0,609,Häutligen,216,73,0.33796296296296297
8,SP Frauen,0,0.0,609,Häutligen,216,73,0.33796296296296297
9,JUSO,0,0.0,609,Häutligen,216,73,0.33796296296296297
10,Grüne,66,4.644616,609,Häutligen,216,73,0.33796296296296297
11,JG,0,0.0,609,Häutligen,216,73,0.33796296296296297
12,glp,35,2.4630542,609,Häutligen,216,73,0.33796296296296297
13,jglp,20,1.4074596,609,Häutligen,216,73,0.33796296296296297
14,Aufrecht,24,1.6889515,609,Häutligen,216,73,0.33796296296296297
1,SVP,1038,35.270134,610,Herbligen,462,150,0.3246753246753247
2,EVP,266,9.038396,610,Herbligen,462,150,0.3246753246753247
3,EVPZukunft,20,0.67957866,610,Herbligen,462,150,0.3246753246753247
4,EDU,565,19.198097,610,Herbligen,462,150,0.3246753246753247
5,Die Mitte,127,4.3153243,610,Herbligen,462,150,0.3246753246753247
6,FDP,188,6.388039,610,Herbligen,462,150,0.3246753246753247
7,SP Männer,70,2.3785255,610,Herbligen,462,150,0.3246753246753247
8,SP Frauen,65,2.2086308,610,Herbligen,462,150,0.3246753246753247
9,JUSO,22,0.74753654,610,Herbligen,462,150,0.3246753246753247
10,Grüne,280,9.514102,610,Herbligen,462,150,0.3246753246753247
11,JG,128,4.3493037,610,Herbligen,462,150,0.3246753246753247
12,glp,117,3.9755352,610,Herbligen,462,150,0.3246753246753247
13,jglp,35,1.1892627,610,Herbligen,462,150,0.3246753246753247
14,Aufrecht,22,0.74753654,610,Herbligen,462,150,0.3246753246753247
1,SVP,1399,30.94448,611,Kiesen,748,238,0.3181818181818182
2,EVP,136,3.008184,611,Kiesen,748,238,0.3181818181818182
3,EVPZukunft,38,0.840522,611,Kiesen,748,238,0.3181818181818182
4,EDU,471,10.418049,611,Kiesen,748,238,0.3181818181818182
5,Die Mitte,426,9.422694,611,Kiesen,748,238,0.3181818181818182
6,FDP,387,8.560053,611,Kiesen,748,238,0.3181818181818182
7,SP Männer,156,3.450564,611,Kiesen,748,238,0.3181818181818182
8,SP Frauen,287,6.348153,611,Kiesen,748,238,0.3181818181818182
9,JUSO,46,1.017474,611,Kiesen,748,238,0.3181818181818182
10,Grüne,248,5.485512,611,Kiesen,748,238,0.3181818181818182
11,JG,58,1.282902,611,Kiesen,748,238,0.3181818181818182
12,glp,591,13.0723295,611,Kiesen,748,238,0.3181818181818182
13,jglp,133,2.941827,611,Kiesen,748,238,0.3181818181818182
14,Aufrecht,145,3.2072551,611,Kiesen,748,238,0.3181818181818182
1,SVP,7752,28.549332,612,Konolfingen,4176,1402,0.335727969348659
2,EVP,2023,7.4503736,612,Konolfingen,4176,1402,0.335727969348659
3,EVPZukunft,633,2.3312342,612,Konolfingen,4176,1402,0.335727969348659
4,EDU,1366,5.0307517,612,Konolfingen,4176,1402,0.335727969348659
5,Die Mitte,1728,6.363938,612,Konolfingen,4176,1402,0.335727969348659
6,FDP,1951,7.1852098,612,Konolfingen,4176,1402,0.335727969348659
7,SP Männer,1430,5.266453,612,Konolfingen,4176,1402,0.335727969348659
8,SP Frauen,2725,10.035724,612,Konolfingen,4176,1402,0.335727969348659
9,JUSO,251,0.9243914,612,Konolfingen,4176,1402,0.335727969348659
10,Grüne,1520,5.597908,612,Konolfingen,4176,1402,0.335727969348659
11,JG,434,1.5983502,612,Konolfingen,4176,1402,0.335727969348659
12,glp,3842,14.149449,612,Konolfingen,4176,1402,0.335727969348659
13,jglp,771,2.8394651,612,Konolfingen,4176,1402,0.335727969348659
14,Aufrecht,727,2.6774206,612,Konolfingen,4176,1402,0.335727969348659
1,SVP,3050,72.54995,613,Landiswil,549,216,0.39344262295081966
2,EVP,116,2.7592769,613,Landiswil,549,216,0.39344262295081966
3,EVPZukunft,25,0.5946717,613,Landiswil,549,216,0.39344262295081966
4,EDU,114,2.711703,613,Landiswil,549,216,0.39344262295081966
5,Die Mitte,267,6.351094,613,Landiswil,549,216,0.39344262295081966
6,FDP,35,0.83254045,613,Landiswil,549,216,0.39344262295081966
7,SP Männer,47,1.1179829,613,Landiswil,549,216,0.39344262295081966
8,SP Frauen,148,3.5204568,613,Landiswil,549,216,0.39344262295081966
9,JUSO,40,0.9514748,613,Landiswil,549,216,0.39344262295081966
10,Grüne,155,3.686965,613,Landiswil,549,216,0.39344262295081966
11,JG,68,1.6175071,613,Landiswil,549,216,0.39344262295081966
12,glp,92,2.188392,613,Landiswil,549,216,0.39344262295081966
13,jglp,2,0.047573738,613,Landiswil,549,216,0.39344262295081966
14,Aufrecht,45,1.0704092,613,Landiswil,549,216,0.39344262295081966
1,SVP,3728,55.616886,614,Linden,1086,336,0.30939226519337015
2,EVP,153,2.28256,614,Linden,1086,336,0.30939226519337015
3,EVPZukunft,45,0.6713412,614,Linden,1086,336,0.30939226519337015
4,EDU,942,14.053409,614,Linden,1086,336,0.30939226519337015
5,Die Mitte,308,4.5949574,614,Linden,1086,336,0.30939226519337015
6,FDP,216,3.2224376,614,Linden,1086,336,0.30939226519337015
7,SP Männer,135,2.0140235,614,Linden,1086,336,0.30939226519337015
8,SP Frauen,245,3.6550798,614,Linden,1086,336,0.30939226519337015
9,JUSO,31,0.46247947,614,Linden,1086,336,0.30939226519337015
10,Grüne,324,4.8336563,614,Linden,1086,336,0.30939226519337015
11,JG,125,1.8648366,614,Linden,1086,336,0.30939226519337015
12,glp,274,4.087722,614,Linden,1086,336,0.30939226519337015
13,jglp,31,0.46247947,614,Linden,1086,336,0.30939226519337015
14,Aufrecht,146,2.1781292,614,Linden,1086,336,0.30939226519337015
1,SVP,999,45.060894,615,Mirchel,481,112,0.23284823284823286
2,EVP,245,11.05097,615,Mirchel,481,112,0.23284823284823286
3,EVPZukunft,24,1.082544,615,Mirchel,481,112,0.23284823284823286
4,EDU,240,10.825439,615,Mirchel,481,112,0.23284823284823286
5,Die Mitte,215,9.69779,615,Mirchel,481,112,0.23284823284823286
6,FDP,119,5.367614,615,Mirchel,481,112,0.23284823284823286
7,SP Männer,56,2.525936,615,Mirchel,481,112,0.23284823284823286
8,SP Frauen,95,4.28507,615,Mirchel,481,112,0.23284823284823286
9,JUSO,2,0.090211995,615,Mirchel,481,112,0.23284823284823286
10,Grüne,83,3.743798,615,Mirchel,481,112,0.23284823284823286
11,JG,2,0.090211995,615,Mirchel,481,112,0.23284823284823286
12,glp,81,3.653586,615,Mirchel,481,112,0.23284823284823286
13,jglp,23,1.0374379,615,Mirchel,481,112,0.23284823284823286
14,Aufrecht,33,1.488498,615,Mirchel,481,112,0.23284823284823286
1,SVP,11273,17.537884,616,Münsingen,9586,3280,0.34216565825161693
2,EVP,4614,7.178195,616,Münsingen,9586,3280,0.34216565825161693
3,EVPZukunft,753,1.1714739,616,Münsingen,9586,3280,0.34216565825161693
4,EDU,2886,4.4898725,616,Münsingen,9586,3280,0.34216565825161693
5,Die Mitte,3565,5.5462213,616,Münsingen,9586,3280,0.34216565825161693
6,FDP,6475,10.073431,616,Münsingen,9586,3280,0.34216565825161693
7,SP Männer,4416,6.870158,616,Münsingen,9586,3280,0.34216565825161693
8,SP Frauen,7209,11.215345,616,Münsingen,9586,3280,0.34216565825161693
9,JUSO,804,1.2508168,616,Münsingen,9586,3280,0.34216565825161693
10,Grüne,9031,14.049909,616,Münsingen,9586,3280,0.34216565825161693
11,JG,1607,2.5000777,616,Münsingen,9586,3280,0.34216565825161693
12,glp,8247,12.830207,616,Münsingen,9586,3280,0.34216565825161693
13,jglp,1101,1.7128723,616,Münsingen,9586,3280,0.34216565825161693
14,Aufrecht,2297,3.5735397,616,Münsingen,9586,3280,0.34216565825161693
1,SVP,766,23.030666,617,Niederhünigen,547,172,0.31444241316270566
2,EVP,423,12.71798,617,Niederhünigen,547,172,0.31444241316270566
3,EVPZukunft,55,1.6536379,617,Niederhünigen,547,172,0.31444241316270566
4,EDU,212,6.374023,617,Niederhünigen,547,172,0.31444241316270566
5,Die Mitte,258,7.7570653,617,Niederhünigen,547,172,0.31444241316270566
6,FDP,229,6.885147,617,Niederhünigen,547,172,0.31444241316270566
7,SP Männer,159,4.780517,617,Niederhünigen,547,172,0.31444241316270566
8,SP Frauen,359,10.793746,617,Niederhünigen,547,172,0.31444241316270566
9,JUSO,10,0.30066144,617,Niederhünigen,547,172,0.31444241316270566
10,Grüne,255,7.6668673,617,Niederhünigen,547,172,0.31444241316270566
11,JG,14,0.42092603,617,Niederhünigen,547,172,0.31444241316270566
12,glp,309,9.290439,617,Niederhünigen,547,172,0.31444241316270566
13,jglp,114,3.4275405,617,Niederhünigen,547,172,0.31444241316270566
14,Aufrecht,163,4.9007816,617,Niederhünigen,547,172,0.31444241316270566
1,SVP,5821,33.07762,619,Oberdiessbach,2803,901,0.32144131287905814
2,EVP,1694,9.626094,619,Oberdiessbach,2803,901,0.32144131287905814
3,EVPZukunft,218,1.2387772,619,Oberdiessbach,2803,901,0.32144131287905814
4,EDU,1138,6.4666443,619,Oberdiessbach,2803,901,0.32144131287905814
5,Die Mitte,690,3.9209,619,Oberdiessbach,2803,901,0.32144131287905814
6,FDP,2068,11.751335,619,Oberdiessbach,2803,901,0.32144131287905814
7,SP Männer,702,3.9890897,619,Oberdiessbach,2803,901,0.32144131287905814
8,SP Frauen,1205,6.8473687,619,Oberdiessbach,2803,901,0.32144131287905814
9,JUSO,153,0.869417,619,Oberdiessbach,2803,901,0.32144131287905814
10,Grüne,1161,6.597341,619,Oberdiessbach,2803,901,0.32144131287905814
11,JG,333,1.8922604,619,Oberdiessbach,2803,901,0.32144131287905814
12,glp,1506,8.557791,619,Oberdiessbach,2803,901,0.32144131287905814
13,jglp,343,1.9490851,619,Oberdiessbach,2803,901,0.32144131287905814
14,Aufrecht,566,3.2162745,619,Oberdiessbach,2803,901,0.32144131287905814
1,SVP,1635,52.103252,620,Oberthal,633,159,0.25118483412322273
2,EVP,114,3.6328871,620,Oberthal,633,159,0.25118483412322273
3,EVPZukunft,9,0.28680688,620,Oberthal,633,159,0.25118483412322273
4,EDU,159,5.0669217,620,Oberthal,633,159,0.25118483412322273
5,Die Mitte,324,10.325048,620,Oberthal,633,159,0.25118483412322273
6,FDP,179,5.7042704,620,Oberthal,633,159,0.25118483412322273
7,SP Männer,83,2.644997,620,Oberthal,633,159,0.25118483412322273
8,SP Frauen,140,4.4614406,620,Oberthal,633,159,0.25118483412322273
9,JUSO,0,0.0,620,Oberthal,633,159,0.25118483412322273
10,Grüne,194,6.1822815,620,Oberthal,633,159,0.25118483412322273
11,JG,5,0.15933716,620,Oberthal,633,159,0.25118483412322273
12,glp,186,5.9273424,620,Oberthal,633,159,0.25118483412322273
13,jglp,18,0.57361376,620,Oberthal,633,159,0.25118483412322273
14,Aufrecht,92,2.9318037,620,Oberthal,633,159,0.25118483412322273
1,SVP,990,32.63019,622,Oppligen,516,160,0.31007751937984496
2,EVP,157,5.174687,622,Oppligen,516,160,0.31007751937984496
3,EVPZukunft,82,2.7027028,622,Oppligen,516,160,0.31007751937984496
4,EDU,148,4.8780484,622,Oppligen,516,160,0.31007751937984496
5,Die Mitte,130,4.284773,622,Oppligen,516,160,0.31007751937984496
6,FDP,106,3.4937377,622,Oppligen,516,160,0.31007751937984496
7,SP Männer,165,5.438365,622,Oppligen,516,160,0.31007751937984496
8,SP Frauen,139,4.581411,622,Oppligen,516,160,0.31007751937984496
9,JUSO,24,0.79103494,622,Oppligen,516,160,0.31007751937984496
10,Grüne,263,8.668425,622,Oppligen,516,160,0.31007751937984496
11,JG,84,2.7686224,622,Oppligen,516,160,0.31007751937984496
12,glp,394,12.986156,622,Oppligen,516,160,0.31007751937984496
13,jglp,270,8.899143,622,Oppligen,516,160,0.31007751937984496
14,Aufrecht,82,2.7027028,622,Oppligen,516,160,0.31007751937984496
1,SVP,2564,18.476616,623,Rubigen,2279,714,0.31329530495831504
2,EVP,529,3.8120632,623,Rubigen,2279,714,0.31329530495831504
3,EVPZukunft,208,1.498883,623,Rubigen,2279,714,0.31329530495831504
4,EDU,288,2.0753765,623,Rubigen,2279,714,0.31329530495831504
5,Die Mitte,2098,15.118541,623,Rubigen,2279,714,0.31329530495831504
6,FDP,1351,9.735534,623,Rubigen,2279,714,0.31329530495831504
7,SP Männer,1408,10.146285,623,Rubigen,2279,714,0.31329530495831504
8,SP Frauen,1666,12.005477,623,Rubigen,2279,714,0.31329530495831504
9,JUSO,149,1.0737191,623,Rubigen,2279,714,0.31329530495831504
10,Grüne,1228,8.8491745,623,Rubigen,2279,714,0.31329530495831504
11,JG,238,1.7150681,623,Rubigen,2279,714,0.31329530495831504
12,glp,1537,11.075881,623,Rubigen,2279,714,0.31329530495831504
13,jglp,251,1.8087482,623,Rubigen,2279,714,0.31329530495831504
14,Aufrecht,362,2.608633,623,Rubigen,2279,714,0.31329530495831504
1,SVP,4002,47.89946,626,Walkringen,1449,429,0.29606625258799174
2,EVP,259,3.09994,626,Walkringen,1449,429,0.29606625258799174
3,EVPZukunft,54,0.64631957,626,Walkringen,1449,429,0.29606625258799174
4,EDU,316,3.7821665,626,Walkringen,1449,429,0.29606625258799174
5,Die Mitte,664,7.9473367,626,Walkringen,1449,429,0.29606625258799174
6,FDP,324,3.8779173,626,Walkringen,1449,429,0.29606625258799174
7,SP Männer,379,4.536206,626,Walkringen,1449,429,0.29606625258799174
8,SP Frauen,735,8.797128,626,Walkringen,1449,429,0.29606625258799174
9,JUSO,30,0.35906643,626,Walkringen,1449,429,0.29606625258799174
10,Grüne,564,6.7504487,626,Walkringen,1449,429,0.29606625258799174
11,JG,65,0.7779772,626,Walkringen,1449,429,0.29606625258799174
12,glp,688,8.234591,626,Walkringen,1449,429,0.29606625258799174
13,jglp,105,1.2567325,626,Walkringen,1449,429,0.29606625258799174
14,Aufrecht,170,2.0347097,626,Walkringen,1449,429,0.29606625258799174
1,Die Mitte,6051,11.013232,627,Worb,8252,2530,0.3065923412506059
2,SVP,10625,19.338223,627,Worb,8252,2530,0.3065923412506059
3,Grüne,5512,10.032215,627,Worb,8252,2530,0.3065923412506059
4,JG,2879,5.239976,627,Worb,8252,2530,0.3065923412506059
5,EVP,3443,6.2664943,627,Worb,8252,2530,0.3065923412506059
6,EVP Z,395,0.71892685,627,Worb,8252,2530,0.3065923412506059
7,SP Männer,3694,6.7233315,627,Worb,8252,2530,0.3065923412506059
8,SP Frauen,6299,11.464608,627,Worb,8252,2530,0.3065923412506059
9,glp,3669,6.6778293,627,Worb,8252,2530,0.3065923412506059
10,jglp,427,0.7771691,627,Worb,8252,2530,0.3065923412506059
11,glp-W,1400,2.5480952,627,Worb,8252,2530,0.3065923412506059
12,FDP,6888,12.536629,627,Worb,8252,2530,0.3065923412506059
13,jf,157,0.2857507,627,Worb,8252,2530,0.3065923412506059
14,EDU,1216,2.2132027,627,Worb,8252,2530,0.3065923412506059
15,Aufrecht,1585,2.8848078,627,Worb,8252,2530,0.3065923412506059
16,SD / DS,257,0.46775752,627,Worb,8252,2530,0.3065923412506059
17,Piraten,446,0.81175035,627,Worb,8252,2530,0.3065923412506059
1,SVP,2378,34.27007,628,Zäziwil,1292,357,0.27631578947368424
2,EVP,615,8.862948,628,Zäziwil,1292,357,0.27631578947368424
3,EVPZukunft,53,0.76379883,628,Zäziwil,1292,357,0.27631578947368424
4,EDU,497,7.162415,628,Zäziwil,1292,357,0.27631578947368424
5,Die Mitte,687,9.900561,628,Zäziwil,1292,357,0.27631578947368424
6,FDP,369,5.317769,628,Zäziwil,1292,357,0.27631578947368424
7,SP Männer,230,3.3145986,628,Zäziwil,1292,357,0.27631578947368424
8,SP Frauen,544,7.839746,628,Zäziwil,1292,357,0.27631578947368424
9,JUSO,31,0.44675028,628,Zäziwil,1292,357,0.27631578947368424
10,Grüne,582,8.387376,628,Zäziwil,1292,357,0.27631578947368424
11,JG,101,1.4555411,628,Zäziwil,1292,357,0.27631578947368424
12,glp,630,9.079118,628,Zäziwil,1292,357,0.27631578947368424
13,jglp,85,1.2249603,628,Zäziwil,1292,357,0.27631578947368424
14,Aufrecht,137,1.974348,628,Zäziwil,1292,357,0.27631578947368424
1,SVP,744,47.845657,629,Oberhünigen,248,79,0.3185483870967742
2,EVP,52,3.3440516,629,Oberhünigen,248,79,0.3185483870967742
