Listennummer,Partei,Stimmen,Stimmen-Prozent,Gemeinde-Nummer,Gemeinde-Name,Stimmberechtigte,Wahlzettel,Stimmbeteiligung
3,UDF,33,3.7671235,435,La Ferrière,422,77,0.18246445497630331
4,PLR,69,7.876712,435,La Ferrière,422,77,0.18246445497630331
5,JLR,14,1.5981736,435,La Ferrière,422,77,0.18246445497630331
6,UDC,273,31.164383,435,La Ferrière,422,77,0.18246445497630331
7,PS femmes,50,5.7077622,435,La Ferrière,422,77,0.18246445497630331
8,PS,29,3.3105023,435,La Ferrière,422,77,0.18246445497630331
9,ES,71,8.105022,435,La Ferrière,422,77,0.18246445497630331
10,VERTS,174,19.863014,435,La Ferrière,422,77,0.18246445497630331
11,JV,14,1.5981736,435,La Ferrière,422,77,0.18246445497630331
12,PSA,25,2.8538811,435,La Ferrière,422,77,0.18246445497630331
13,PVL,37,4.2237444,435,La Ferrière,422,77,0.18246445497630331
14,DJB,24,2.739726,435,La Ferrière,422,77,0.18246445497630331
15,Centre JB,16,1.826484,435,La Ferrière,422,77,0.18246445497630331
16,Centre Mtr,0,0.0,435,La Ferrière,422,77,0.18246445497630331
17,PVA,12,1.369863,435,La Ferrière,422,77,0.18246445497630331
1,PEV,150,33.407574,437,Mont-Tramelan,104,40,0.38461538461538464
2,jpev,4,0.8908686,437,Mont-Tramelan,104,40,0.38461538461538464
3,UDF,14,3.11804,437,Mont-Tramelan,104,40,0.38461538461538464
4,PLR,15,3.3407574,437,Mont-Tramelan,104,40,0.38461538461538464
5,JLR,0,0.0,437,Mont-Tramelan,104,40,0.38461538461538464
6,UDC,155,34.52116,437,Mont-Tramelan,104,40,0.38461538461538464
7,PS femmes,20,4.454343,437,Mont-Tramelan,104,40,0.38461538461538464
8,PS,31,6.9042315,437,Mont-Tramelan,104,40,0.38461538461538464
9,ES,1,0.22271715,437,Mont-Tramelan,104,40,0.38461538461538464
10,VERTS,40,8.908686,437,Mont-Tramelan,104,40,0.38461538461538464
11,JV,0,0.0,437,Mont-Tramelan,104,40,0.38461538461538464
12,PSA,0,0.0,437,Mont-Tramelan,104,40,0.38461538461538464
13,PVL,0,0.0,437,Mont-Tramelan,104,40,0.38461538461538464
14,DJB,18,4.0089087,437,Mont-Tramelan,104,40,0.38461538461538464
15,Centre JB,1,0.22271715,437,Mont-Tramelan,104,40,0.38461538461538464
16,Centre Mtr,0,0.0,437,Mont-Tramelan,104,40,0.38461538461538464
17,PVA,0,0.0,437,Mont-Tramelan,104,40,0.38461538461538464
1,PEV,167,5.551862,438,Orvin,919,258,0.2807399347116431
2,jpev,38,1.2632979,438,Orvin,919,258,0.2807399347116431
3,UDF,82,2.726064,438,Orvin,919,258,0.2807399347116431
4,PLR,216,7.180851,438,Orvin,919,258,0.2807399347116431
5,JLR,28,0.93085104,438,Orvin,919,258,0.2807399347116431
6,UDC,1217,40.45878,438,Orvin,919,258,0.2807399347116431
7,PS femmes,176,5.8510637,438,Orvin,919,258,0.2807399347116431
8,PS,254,8.444149,438,Orvin,919,258,0.2807399347116431
9,ES,121,4.0226064,438,Orvin,919,258,0.2807399347116431
10,VERTS,398,13.231383,438,Orvin,919,258,0.2807399347116431
11,JV,95,3.1582448,438,Orvin,919,258,0.2807399347116431
12,PSA,3,0.099734046,438,Orvin,919,258,0.2807399347116431
13,PVL,69,2.2938828,438,Orvin,919,258,0.2807399347116431
14,DJB,80,2.6595745,438,Orvin,919,258,0.2807399347116431
15,Centre JB,9,0.29920214,438,Orvin,919,258,0.2807399347116431
16,Centre Mtr,29,0.9640957,438,Orvin,919,258,0.2807399347116431
17,PVA,26,0.8643617,438,Orvin,919,258,0.2807399347116431
1,PEV,55,3.2107413,441,Renan (BE),738,145,0.19647696476964768
2,jpev,8,0.46701694,441,Renan (BE),738,145,0.19647696476964768
3,UDF,34,1.984822,441,Renan (BE),738,145,0.19647696476964768
4,PLR,142,8.28955,441,Renan (BE),738,145,0.19647696476964768
5,JLR,8,0.46701694,441,Renan (BE),738,145,0.19647696476964768
6,UDC,579,33.80035,441,Renan (BE),738,145,0.19647696476964768
7,PS femmes,191,11.150029,441,Renan (BE),738,145,0.19647696476964768
8,PS,147,8.581436,441,Renan (BE),738,145,0.19647696476964768
9,ES,84,4.903678,441,Renan (BE),738,145,0.19647696476964768
10,VERTS,202,11.792178,441,Renan (BE),738,145,0.19647696476964768
11,JV,49,2.8604786,441,Renan (BE),738,145,0.19647696476964768
12,PSA,4,0.23350847,441,Renan (BE),738,145,0.19647696476964768
13,PVL,28,1.6345593,441,Renan (BE),738,145,0.19647696476964768
14,DJB,15,0.8756568,441,Renan (BE),738,145,0.19647696476964768
15,Centre JB,165,9.632224,441,Renan (BE),738,145,0.19647696476964768
16,Centre Mtr,0,0.0,441,Renan (BE),738,145,0.19647696476964768
17,PVA,2,0.116754234,441,Renan (BE),738,145,0.19647696476964768
1,PEV,1,0.2631579,442,Romont (BE),161,33,0.20496894409937888
2,jpev,2,0.5263158,442,Romont (BE),161,33,0.20496894409937888
3,UDF,14,3.6842103,442,Romont (BE),161,33,0.20496894409937888
4,PLR,5,1.3157895,442,Romont (BE),161,33,0.20496894409937888
5,JLR,1,0.2631579,442,Romont (BE),161,33,0.20496894409937888
6,UDC,220,57.894737,442,Romont (BE),161,33,0.20496894409937888
7,PS femmes,30,7.8947363,442,Romont (BE),161,33,0.20496894409937888
8,PS,25,6.5789475,442,Romont (BE),161,33,0.20496894409937888
9,ES,23,6.0526314,442,Romont (BE),161,33,0.20496894409937888
10,VERTS,21,5.5263157,442,Romont (BE),161,33,0.20496894409937888
11,JV,20,5.263158,442,Romont (BE),161,33,0.20496894409937888
12,PSA,0,0.0,442,Romont (BE),161,33,0.20496894409937888
13,PVL,15,3.9473681,442,Romont (BE),161,33,0.20496894409937888
14,DJB,0,0.0,442,Romont (BE),161,33,0.20496894409937888
15,Centre JB,1,0.2631579,442,Romont (BE),161,33,0.20496894409937888
16,Centre Mtr,1,0.2631579,442,Romont (BE),161,33,0.20496894409937888
17,PVA,1,0.2631579,442,Romont (BE),161,33,0.20496894409937888
1,PEV,199,2.2732465,443,Saint-Imier,3036,752,0.24769433465085638
2,jpev,116,1.3251085,443,Saint-Imier,3036,752,0.24769433465085638
3,UDF,65,0.7425177,443,Saint-Imier,3036,752,0.24769433465085638
4,PLR,1895,21.647247,443,Saint-Imier,3036,752,0.24769433465085638
5,JLR,220,2.5131369,443,Saint-Imier,3036,752,0.24769433465085638
6,UDC,1788,20.424948,443,Saint-Imier,3036,752,0.24769433465085638
7,PS femmes,829,9.469957,443,Saint-Imier,3036,752,0.24769433465085638
8,PS,852,9.732694,443,Saint-Imier,3036,752,0.24769433465085638
9,ES,1230,14.050719,443,Saint-Imier,3036,752,0.24769433465085638
10,VERTS,764,8.727439,443,Saint-Imier,3036,752,0.24769433465085638
11,JV,229,2.615947,443,Saint-Imier,3036,752,0.24769433465085638
12,PSA,76,0.86817455,443,Saint-Imier,3036,752,0.24769433465085638
13,PVL,122,1.3936486,443,Saint-Imier,3036,752,0.24769433465085638
14,DJB,6,0.0685401,443,Saint-Imier,3036,752,0.24769433465085638
15,Centre JB,156,1.7820425,443,Saint-Imier,3036,752,0.24769433465085638
16,Centre Mtr,46,0.5254741,443,Saint-Imier,3036,752,0.24769433465085638
17,PVA,161,1.8391593,443,Saint-Imier,3036,752,0.24769433465085638
1,PEV,370,10.12589,444,Sonceboz-Sombeval,1281,318,0.24824355971896955
2,jpev,56,1.532567,444,Sonceboz-Sombeval,1281,318,0.24824355971896955
3,UDF,254,6.951286,444,Sonceboz-Sombeval,1281,318,0.24824355971896955
4,PLR,325,8.894362,444,Sonceboz-Sombeval,1281,318,0.24824355971896955
5,JLR,10,0.27367267,444,Sonceboz-Sombeval,1281,318,0.24824355971896955
6,UDC,1036,28.35249,444,Sonceboz-Sombeval,1281,318,0.24824355971896955
7,PS femmes,269,7.361795,444,Sonceboz-Sombeval,1281,318,0.24824355971896955
8,PS,296,8.100712,444,Sonceboz-Sombeval,1281,318,0.24824355971896955
9,ES,414,11.3300495,444,Sonceboz-Sombeval,1281,318,0.24824355971896955
10,VERTS,336,9.195402,444,Sonceboz-Sombeval,1281,318,0.24824355971896955
11,JV,100,2.736727,444,Sonceboz-Sombeval,1281,318,0.24824355971896955
12,PSA,21,0.57471263,444,Sonceboz-Sombeval,1281,318,0.24824355971896955
13,PVL,68,1.8609743,444,Sonceboz-Sombeval,1281,318,0.24824355971896955
14,DJB,41,1.122058,444,Sonceboz-Sombeval,1281,318,0.24824355971896955
15,Centre JB,43,1.1767926,444,Sonceboz-Sombeval,1281,318,0.24824355971896955
16,Centre Mtr,14,0.38314176,444,Sonceboz-Sombeval,1281,318,0.24824355971896955
17,PVA,1,0.02736727,444,Sonceboz-Sombeval,1281,318,0.24824355971896955
1,PEV,66,2.848511,445,Sonvilier,870,206,0.2367816091954023
2,jpev,31,1.337937,445,Sonvilier,870,206,0.2367816091954023
3,UDF,183,7.8981442,445,Sonvilier,870,206,0.2367816091954023
4,PLR,149,6.4307294,445,Sonvilier,870,206,0.2367816091954023
5,JLR,7,0.3021148,445,Sonvilier,870,206,0.2367816091954023
6,UDC,980,42.296074,445,Sonvilier,870,206,0.2367816091954023
7,PS femmes,228,9.840311,445,Sonvilier,870,206,0.2367816091954023
8,PS,151,6.5170484,445,Sonvilier,870,206,0.2367816091954023
9,ES,55,2.3737593,445,Sonvilier,870,206,0.2367816091954023
10,VERTS,228,9.840311,445,Sonvilier,870,206,0.2367816091954023
11,JV,66,2.848511,445,Sonvilier,870,206,0.2367816091954023
12,PSA,28,1.2084593,445,Sonvilier,870,206,0.2367816091954023
13,PVL,38,1.6400518,445,Sonvilier,870,206,0.2367816091954023
14,DJB,20,0.86318517,445,Sonvilier,870,206,0.2367816091954023
15,Centre JB,39,1.6832111,445,Sonvilier,870,206,0.2367816091954023
16,Centre Mtr,0,0.0,445,Sonvilier,870,206,0.2367816091954023
17,PVA,48,2.0716443,445,Sonvilier,870,206,0.2367816091954023
1,PEV,869,6.9182386,446,Tramelan,3307,1078,0.32597520411248865
2,jpev,69,0.5493193,446,Tramelan,3307,1078,0.32597520411248865
3,UDF,413,3.2879546,446,Tramelan,3307,1078,0.32597520411248865
4,PLR,1249,9.943476,446,Tramelan,3307,1078,0.32597520411248865
5,JLR,7,0.055728048,446,Tramelan,3307,1078,0.32597520411248865
6,UDC,3344,26.622084,446,Tramelan,3307,1078,0.32597520411248865
7,PS femmes,907,7.220763,446,Tramelan,3307,1078,0.32597520411248865
8,PS,3027,24.0984,446,Tramelan,3307,1078,0.32597520411248865
9,ES,559,4.4502826,446,Tramelan,3307,1078,0.32597520411248865
10,VERTS,1474,11.734735,446,Tramelan,3307,1078,0.32597520411248865
11,JV,151,1.2021335,446,Tramelan,3307,1078,0.32597520411248865
12,PSA,105,0.8359207,446,Tramelan,3307,1078,0.32597520411248865
13,PVL,152,1.2100947,446,Tramelan,3307,1078,0.32597520411248865
14,DJB,48,0.38213518,446,Tramelan,3307,1078,0.32597520411248865
15,Centre JB,30,0.23883449,446,Tramelan,3307,1078,0.32597520411248865
16,Centre Mtr,113,0.8996099,446,Tramelan,3307,1078,0.32597520411248865
17,PVA,44,0.3502906,446,Tramelan,3307,1078,0.32597520411248865
1,PEV,84,3.914259,448,Villeret,654,186,0.28440366972477066
2,jpev,21,0.97856474,448,Villeret,654,186,0.28440366972477066
3,UDF,61,2.8424976,448,Villeret,654,186,0.28440366972477066
4,PLR,252,11.742778,448,Villeret,654,186,0.28440366972477066
5,JLR,12,0.55917984,448,Villeret,654,186,0.28440366972477066
6,UDC,610,28.424974,448,Villeret,654,186,0.28440366972477066
7,PS femmes,196,9.133271,448,Villeret,654,186,0.28440366972477066
8,PS,212,9.878844,448,Villeret,654,186,0.28440366972477066
9,ES,78,3.6346693,448,Villeret,654,186,0.28440366972477066
10,VERTS,320,14.911464,448,Villeret,654,186,0.28440366972477066
11,JV,96,4.4734387,448,Villeret,654,186,0.28440366972477066
12,PSA,30,1.3979497,448,Villeret,654,186,0.28440366972477066
13,PVL,34,1.5843431,448,Villeret,654,186,0.28440366972477066
14,DJB,22,1.025163,448,Villeret,654,186,0.28440366972477066
15,Centre JB,28,1.3047531,448,Villeret,654,186,0.28440366972477066
16,Centre Mtr,12,0.55917984,448,Villeret,654,186,0.28440366972477066
17,PVA,78,3.6346693,448,Villeret,654,186,0.28440366972477066
1,PEV,9,0.7431874,449,Sauge,614,106,0.17263843648208468
2,jpev,3,0.24772915,449,Sauge,614,106,0.17263843648208468
3,UDF,27,2.2295623,449,Sauge,614,106,0.17263843648208468
4,PLR,76,6.275805,449,Sauge,614,106,0.17263843648208468
5,JLR,3,0.24772915,449,Sauge,614,106,0.17263843648208468
6,UDC,386,31.874483,449,Sauge,614,106,0.17263843648208468
7,PS femmes,76,6.275805,449,Sauge,614,106,0.17263843648208468
8,PS,163,13.45995,449,Sauge,614,106,0.17263843648208468
9,ES,111,9.165978,449,Sauge,614,106,0.17263843648208468
10,VERTS,200,16.515278,449,Sauge,614,106,0.17263843648208468
11,JV,47,3.8810902,449,Sauge,614,106,0.17263843648208468
12,PSA,38,3.1379025,449,Sauge,614,106,0.17263843648208468
13,PVL,32,2.6424444,449,Sauge,614,106,0.17263843648208468
14,DJB,20,1.6515278,449,Sauge,614,106,0.17263843648208468
15,Centre JB,15,1.2386457,449,Sauge,614,106,0.17263843648208468
16,Centre Mtr,3,0.24772915,449,Sauge,614,106,0.17263843648208468
17,PVA,2,0.16515277,449,Sauge,614,106,0.17263843648208468
1,PEV,57,1.7420537,450,Péry-La Heutte,1333,289,0.21680420105026257
2,jpev,14,0.42787287,450,Péry-La Heutte,1333,289,0.21680420105026257
3,UDF,32,0.97799516,450,Péry-La Heutte,1333,289,0.21680420105026257
4,PLR,457,13.966992,450,Péry-La Heutte,1333,289,0.21680420105026257
5,JLR,32,0.97799516,450,Péry-La Heutte,1333,289,0.21680420105026257
6,UDC,1229,37.561123,450,Péry-La Heutte,1333,289,0.21680420105026257
7,PS femmes,286,8.740831,450,Péry-La Heutte,1333,289,0.21680420105026257
8,PS,267,8.160147,450,Péry-La Heutte,1333,289,0.21680420105026257
9,ES,238,7.2738385,450,Péry-La Heutte,1333,289,0.21680420105026257
10,VERTS,225,6.8765283,450,Péry-La Heutte,1333,289,0.21680420105026257
11,JV,70,2.1393645,450,Péry-La Heutte,1333,289,0.21680420105026257
12,PSA,32,0.97799516,450,Péry-La Heutte,1333,289,0.21680420105026257
13,PVL,111,3.3924208,450,Péry-La Heutte,1333,289,0.21680420105026257
14,DJB,100,3.0562346,450,Péry-La Heutte,1333,289,0.21680420105026257
15,Centre JB,57,1.7420537,450,Péry-La Heutte,1333,289,0.21680420105026257
16,Centre Mtr,63,1.9254278,450,Péry-La Heutte,1333,289,0.21680420105026257
17,PVA,2,0.061124697,450,Péry-La Heutte,1333,289,0.21680420105026257
1,Die Mitte / Le Centre,297,9.9630995,491,Brüttelen,429,117,0.2727272727272727
2,SVP,1007,33.78061,491,Brüttelen,429,117,0.2727272727272727
3,UDC,16,0.5367327,491,Brüttelen,429,117,0.2727272727272727
4,EVP / PEV,14,0.46964106,491,Brüttelen,429,117,0.2727272727272727
5,*jevp / *jpev,0,0.0,491,Brüttelen,429,117,0.2727272727272727
6,EDU / UDF,31,1.0399195,491,Brüttelen,429,117,0.2727272727272727
7,SP Frauen,350,11.741027,491,Brüttelen,429,117,0.2727272727272727
8,SP Männer,45,1.5095606,491,Brüttelen,429,117,0.2727272727272727
9,PSR,27,0.9057363,491,Brüttelen,429,117,0.2727272727272727
10,JUSO / JS,10,0.3354579,491,Brüttelen,429,117,0.2727272727272727
11,GLPSeeland / PVLSeeland,258,8.654814,491,Brüttelen,429,117,0.2727272727272727
12,GLPBiel / PVLBienne,4,0.13418317,491,Brüttelen,429,117,0.2727272727272727
13,JGLP / JVL,51,1.7108353,491,Brüttelen,429,117,0.2727272727272727
14,FDP Biel+,19,0.63737005,491,Brüttelen,429,117,0.2727272727272727
15,FDPSeeland,187,6.2730627,491,Brüttelen,429,117,0.2727272727272727
16,PRR,31,1.0399195,491,Brüttelen,429,117,0.2727272727272727
17,JGGL / JVVC,349,11.707481,491,Brüttelen,429,117,0.2727272727272727
18,JGGG / JVVS,201,6.742704,491,Brüttelen,429,117,0.2727272727272727
19,ABS,25,0.8386447,491,Brüttelen,429,117,0.2727272727272727
20,DBS,0,0.0,491,Brüttelen,429,117,0.2727272727272727
21,SD,25,0.8386447,491,Brüttelen,429,117,0.2727272727272727
22,PdA / POP,34,1.1405568,491,Brüttelen,429,117,0.2727272727272727
1,Die Mitte / Le Centre,520,5.877034,492,Erlach,959,336,0.35036496350364965
2,SVP,2211,24.988697,492,Erlach,959,336,0.35036496350364965
3,UDC,14,0.15822785,492,Erlach,959,336,0.35036496350364965
4,EVP / PEV,275,3.108047,492,Erlach,959,336,0.35036496350364965
5,*jevp / *jpev,7,0.07911392,492,Erlach,959,336,0.35036496350364965
6,EDU / UDF,17,0.19213381,492,Erlach,959,336,0.35036496350364965
7,SP Frauen,1024,11.573237,492,Erlach,959,336,0.35036496350364965
8,SP Männer,881,9.957053,492,Erlach,959,336,0.35036496350364965
9,PSR,35,0.39556962,492,Erlach,959,336,0.35036496350364965
10,JUSO / JS,186,2.10217,492,Erlach,959,336,0.35036496350364965
11,GLPSeeland / PVLSeeland,391,4.419078,492,Erlach,959,336,0.35036496350364965
12,GLPBiel / PVLBienne,180,2.034358,492,Erlach,959,336,0.35036496350364965
13,JGLP / JVL,165,1.8648281,492,Erlach,959,336,0.35036496350364965
14,FDP Biel+,250,2.8254974,492,Erlach,959,336,0.35036496350364965
15,FDPSeeland,997,11.268083,492,Erlach,959,336,0.35036496350364965
16,PRR,45,0.5085895,492,Erlach,959,336,0.35036496350364965
17,JGGL / JVVC,586,6.622966,492,Erlach,959,336,0.35036496350364965
18,JGGG / JVVS,335,3.7861664,492,Erlach,959,336,0.35036496350364965
19,ABS,442,4.995479,492,Erlach,959,336,0.35036496350364965
20,DBS,58,0.6555154,492,Erlach,959,336,0.35036496350364965
21,SD,93,1.051085,492,Erlach,959,336,0.35036496350364965
22,PdA / POP,136,1.5370705,492,Erlach,959,336,0.35036496350364965
1,Die Mitte / Le Centre,417,15.048718,493,Finsterhennen,342,105,0.30701754385964913
2,SVP,1317,47.52797,493,Finsterhennen,342,105,0.30701754385964913
3,UDC,15,0.5413208,493,Finsterhennen,342,105,0.30701754385964913
4,EVP / PEV,34,1.2269938,493,Finsterhennen,342,105,0.30701754385964913
5,*jevp / *jpev,2,0.072176106,493,Finsterhennen,342,105,0.30701754385964913
6,EDU / UDF,114,4.114038,493,Finsterhennen,342,105,0.30701754385964913
7,SP Frauen,318,11.476001,493,Finsterhennen,342,105,0.30701754385964913
8,SP Männer,19,0.685673,493,Finsterhennen,342,105,0.30701754385964913
9,PSR,2,0.072176106,493,Finsterhennen,342,105,0.30701754385964913
10,JUSO / JS,2,0.072176106,493,Finsterhennen,342,105,0.30701754385964913
11,GLPSeeland / PVLSeeland,138,4.9801517,493,Finsterhennen,342,105,0.30701754385964913
12,GLPBiel / PVLBienne,21,0.75784916,493,Finsterhennen,342,105,0.30701754385964913
13,JGLP / JVL,45,1.6239624,493,Finsterhennen,342,105,0.30701754385964913
14,FDP Biel+,45,1.6239624,493,Finsterhennen,342,105,0.30701754385964913
15,FDPSeeland,113,4.07795,493,Finsterhennen,342,105,0.30701754385964913
16,PRR,2,0.072176106,493,Finsterhennen,342,105,0.30701754385964913
17,JGGL / JVVC,13,0.4691447,493,Finsterhennen,342,105,0.30701754385964913
18,JGGG / JVVS,40,1.4435222,493,Finsterhennen,342,105,0.30701754385964913
19,ABS,95,3.4283652,493,Finsterhennen,342,105,0.30701754385964913
20,DBS,17,0.6134969,493,Finsterhennen,342,105,0.30701754385964913
21,SD,0,0.0,493,Finsterhennen,342,105,0.30701754385964913
22,PdA / POP,2,0.072176106,493,Finsterhennen,342,105,0.30701754385964913
1,Die Mitte / Le Centre,246,7.288889,494,Gals,611,129,0.21112929623567922
2,SVP,1067,31.614817,494,Gals,611,129,0.21112929623567922
3,UDC,83,2.4592593,494,Gals,611,129,0.21112929623567922
4,EVP / PEV,92,2.725926,494,Gals,611,129,0.21112929623567922
5,*jevp / *jpev,3,0.08888889,494,Gals,611,129,0.21112929623567922
6,EDU / UDF,143,4.237037,494,Gals,611,129,0.21112929623567922
7,SP Frauen,180,5.3333335,494,Gals,611,129,0.21112929623567922
8,SP Männer,74,2.1925926,494,Gals,611,129,0.21112929623567922
9,PSR,114,3.3777778,494,Gals,611,129,0.21112929623567922
10,JUSO / JS,3,0.08888889,494,Gals,611,129,0.21112929623567922
11,GLPSeeland / PVLSeeland,208,6.162963,494,Gals,611,129,0.21112929623567922
12,GLPBiel / PVLBienne,46,1.362963,494,Gals,611,129,0.21112929623567922
13,JGLP / JVL,39,1.1555555,494,Gals,611,129,0.21112929623567922
14,FDP Biel+,47,1.3925925,494,Gals,611,129,0.21112929623567922
15,FDPSeeland,284,8.414815,494,Gals,611,129,0.21112929623567922
16,PRR,160,4.740741,494,Gals,611,129,0.21112929623567922
17,JGGL / JVVC,151,4.474074,494,Gals,611,129,0.21112929623567922
18,JGGG / JVVS,77,2.2814815,494,Gals,611,129,0.21112929623567922
19,ABS,164,4.859259,494,Gals,611,129,0.21112929623567922
20,DBS,27,0.8,494,Gals,611,129,0.21112929623567922
21,SD,108,3.2,494,Gals,611,129,0.21112929623567922
22,PdA / POP,59,1.7481482,494,Gals,611,129,0.21112929623567922
1,Die Mitte / Le Centre,406,11.105033,495,Gampelen,663,144,0.2171945701357466
2,SVP,1240,33.916847,495,Gampelen,663,144,0.2171945701357466
3,UDC,86,2.3522978,495,Gampelen,663,144,0.2171945701357466
4,EVP / PEV,56,1.5317286,495,Gampelen,663,144,0.2171945701357466
5,*jevp / *jpev,24,0.65645516,495,Gampelen,663,144,0.2171945701357466
6,EDU / UDF,114,3.118162,495,Gampelen,663,144,0.2171945701357466
7,SP Frauen,169,4.6225386,495,Gampelen,663,144,0.2171945701357466
8,SP Männer,81,2.215536,495,Gampelen,663,144,0.2171945701357466
9,PSR,62,1.6958425,495,Gampelen,663,144,0.2171945701357466
10,JUSO / JS,61,1.66849,495,Gampelen,663,144,0.2171945701357466
11,GLPSeeland / PVLSeeland,276,7.5492344,495,Gampelen,663,144,0.2171945701357466
12,GLPBiel / PVLBienne,90,2.4617069,495,Gampelen,663,144,0.2171945701357466
13,JGLP / JVL,102,2.7899344,495,Gampelen,663,144,0.2171945701357466
14,FDP Biel+,127,3.473742,495,Gampelen,663,144,0.2171945701357466
15,FDPSeeland,392,10.722101,495,Gampelen,663,144,0.2171945701357466
16,PRR,60,1.6411378,495,Gampelen,663,144,0.2171945701357466
17,JGGL / JVVC,180,4.9234138,495,Gampelen,663,144,0.2171945701357466
18,JGGG / JVVS,14,0.38293216,495,Gampelen,663,144,0.2171945701357466
19,ABS,116,3.1728666,495,Gampelen,663,144,0.2171945701357466
20,DBS,0,0.0,495,Gampelen,663,144,0.2171945701357466
21,SD,0,0.0,495,Gampelen,663,144,0.2171945701357466
22,PdA / POP,0,0.0,495,Gampelen,663,144,0.2171945701357466
1,Die Mitte / Le Centre,1645,7.2790833,496,Ins,2448,852,0.3480392156862745
2,SVP,6390,28.275589,496,Ins,2448,852,0.3480392156862745
3,UDC,224,0.9911943,496,Ins,2448,852,0.3480392156862745
4,EVP / PEV,500,2.2124875,496,Ins,2448,852,0.3480392156862745
5,*jevp / *jpev,90,0.3982477,496,Ins,2448,852,0.3480392156862745
6,EDU / UDF,118,0.522147,496,Ins,2448,852,0.3480392156862745
7,SP Frauen,2463,10.898712,496,Ins,2448,852,0.3480392156862745
8,SP Männer,880,3.8939779,496,Ins,2448,852,0.3480392156862745
9,PSR,187,0.82747024,496,Ins,2448,852,0.3480392156862745
10,JUSO / JS,410,1.8142396,496,Ins,2448,852,0.3480392156862745
11,GLPSeeland / PVLSeeland,2118,9.372096,496,Ins,2448,852,0.3480392156862745
12,GLPBiel / PVLBienne,295,1.3053675,496,Ins,2448,852,0.3480392156862745
13,JGLP / JVL,418,1.8496394,496,Ins,2448,852,0.3480392156862745
14,FDP Biel+,448,1.9823886,496,Ins,2448,852,0.3480392156862745
15,FDPSeeland,2294,10.150891,496,Ins,2448,852,0.3480392156862745
16,PRR,152,0.67259616,496,Ins,2448,852,0.3480392156862745
17,JGGL / JVVC,2099,9.288022,496,Ins,2448,852,0.3480392156862745
18,JGGG / JVVS,859,3.801053,496,Ins,2448,852,0.3480392156862745
19,ABS,758,3.3541307,496,Ins,2448,852,0.3480392156862745
20,DBS,19,0.08407452,496,Ins,2448,852,0.3480392156862745
21,SD,79,0.349573,496,Ins,2448,852,0.3480392156862745
22,PdA / POP,153,0.67702115,496,Ins,2448,852,0.3480392156862745
1,Die Mitte / Le Centre,136,4.593043,497,Lüscherz,451,112,0.24833702882483372
2,SVP,1278,43.161095,497,Lüscherz,451,112,0.24833702882483372
3,UDC,32,1.0807159,497,Lüscherz,451,112,0.24833702882483372
4,EVP / PEV,28,0.9456265,497,Lüscherz,451,112,0.24833702882483372
5,*jevp / *jpev,2,0.06754474,497,Lüscherz,451,112,0.24833702882483372
6,EDU / UDF,27,0.9118541,497,Lüscherz,451,112,0.24833702882483372
7,SP Frauen,153,5.1671734,497,Lüscherz,451,112,0.24833702882483372
8,SP Männer,294,9.929078,497,Lüscherz,451,112,0.24833702882483372
9,PSR,27,0.9118541,497,Lüscherz,451,112,0.24833702882483372
10,JUSO / JS,32,1.0807159,497,Lüscherz,451,112,0.24833702882483372
11,GLPSeeland / PVLSeeland,272,9.186086,497,Lüscherz,451,112,0.24833702882483372
12,GLPBiel / PVLBienne,67,2.2627492,497,Lüscherz,451,112,0.24833702882483372
13,JGLP / JVL,38,1.2833502,497,Lüscherz,451,112,0.24833702882483372
14,FDP Biel+,152,5.133401,497,Lüscherz,451,112,0.24833702882483372
15,FDPSeeland,142,4.795677,497,Lüscherz,451,112,0.24833702882483372
16,PRR,4,0.13508949,497,Lüscherz,451,112,0.24833702882483372
17,JGGL / JVVC,145,4.896994,497,Lüscherz,451,112,0.24833702882483372
18,JGGG / JVVS,47,1.5873017,497,Lüscherz,451,112,0.24833702882483372
19,ABS,81,2.7355623,497,Lüscherz,451,112,0.24833702882483372
20,DBS,0,0.0,497,Lüscherz,451,112,0.24833702882483372
21,SD,2,0.06754474,497,Lüscherz,451,112,0.24833702882483372
22,PdA / POP,2,0.06754474,497,Lüscherz,451,112,0.24833702882483372
1,Die Mitte / Le Centre,867,12.82924,498,Müntschemier,891,254,0.2850729517396184
2,SVP,2730,40.39657,498,Müntschemier,891,254,0.2850729517396184
3,UDC,31,0.4587156,498,Müntschemier,891,254,0.2850729517396184
4,EVP / PEV,725,10.728026,498,Müntschemier,891,254,0.2850729517396184
5,*jevp / *jpev,69,1.0210121,498,Müntschemier,891,254,0.2850729517396184
6,EDU / UDF,104,1.5389168,498,Müntschemier,891,254,0.2850729517396184
7,SP Frauen,361,5.341817,498,Müntschemier,891,254,0.2850729517396184
8,SP Männer,55,0.8138503,498,Müntschemier,891,254,0.2850729517396184
9,PSR,57,0.8434448,498,Müntschemier,891,254,0.2850729517396184
10,JUSO / JS,32,0.4735129,498,Müntschemier,891,254,0.2850729517396184
11,GLPSeeland / PVLSeeland,299,4.424386,498,Müntschemier,891,254,0.2850729517396184
12,GLPBiel / PVLBienne,60,0.88783664,498,Müntschemier,891,254,0.2850729517396184
13,JGLP / JVL,128,1.8940516,498,Müntschemier,891,254,0.2850729517396184
14,FDP Biel+,119,1.7608759,498,Müntschemier,891,254,0.2850729517396184
